name,src_file,src_line,total_ns,counts
schedule{name=Update},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,1431635968,140
schedule{name=Render},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,644617816,140
schedule{name=PostUpdate},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,499646646,141
system{name="lod::scene::refresh::levels::produce::fill_lod_produce_cache<lod::scene::gimme::GimmeLodSceneHostIndex<'_>, bevy_ecs::query::filter::With<bevy_camera::camera::Camera>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,298264169,141
system{name="lod::scene::refresh::cull_regions::cache::fill_lod_cull_produce_cache<lod::scene::gimme::GimmeLodSceneHostIndex<'_>, bevy_ecs::query::filter::With<bevy_camera::camera::Camera>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,264684871,140
system{name="lod::scene::refresh::levels::produce::fill_lod_produce_cache<lod::scene::gimme::GimmeLodSceneHostIndex<'_>, bevy_ecs::query::filter::With<lod::scene::refresh::viewer::LodViewer>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,232613300,140
queue_submit{count=14},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_core_pipeline-0.19.0/src/schedule.rs,236,68733835,44
queue_submit{count=15},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_core_pipeline-0.19.0/src/schedule.rs,236,147479626,97
system{name="bevy_render::batching::gpu_preprocessing::write_binned_instance_buffers<bevy_core_pipeline::core_3d::Opaque3d, bevy_pbr::render::mesh::MeshPipeline>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,211368833,141
schedule{name=FixedPostUpdate},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,167538075,182
chico_grove_growth,maybraid/chico/forests/src/present.rs,146,50093421,61
system{name="lod::scene::refresh::sync::chunk::drain::drain_chunk_lod_fulfill"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,114899682,140
system{name="bevy_camera::visibility::visibility_propagate_system"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,115537328,141
system{name="lod::presentation::runtime::drain_lod_present_cull<chico_forests::bump_out::CanopyBumpOut, chico_forests::index::ForestIndex, richmond_developments_on_terrain_playground::development_bump_out::DevelopmentCanopyBumpOutPresenter<'_, '_>, chico_forests::generation::BumpOutLodChan>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,109523797,141
