name,src_file,src_line,total_ns,counts
schedule{name=Update},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,1991496928,270
schedule{name=Render},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,1685860574,270
schedule{name=PostUpdate},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,1440452360,271
queue_submit{count=14},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_core_pipeline-0.19.0/src/schedule.rs,236,218395251,86
chico_grove_growth,maybraid/chico/forests/src/present.rs,146,173100576,84
system{name="bevy_render::batching::gpu_preprocessing::write_binned_instance_buffers<bevy_core_pipeline::core_3d::Opaque3d, bevy_pbr::render::mesh::MeshPipeline>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,536048839,271
system{name="lod::scene::refresh::cull_regions::cache::fill_lod_cull_produce_cache<lod_gimme::host::GimmeLodSceneHostIndex<'_>, bevy_ecs::query::filter::With<bevy_camera::camera::Camera>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,525523386,271
schedule{name=FixedPostUpdate},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,542807425,353
system{name="bevy_camera::visibility::visibility_propagate_system"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,388257293,271
queue_submit{count=15},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_core_pipeline-0.19.0/src/schedule.rs,236,219660334,185
system{name="rigs::bone_map::build_bone_maps"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,250386423,272
system{name="lod::presentation::runtime::drain_lod_present_cull<chico_forests::bump_out::CanopyBumpOut, chico_forests::index::ForestIndex, richmond_developments_on_terrain_playground::development_bump_out::DevelopmentCanopyBumpOutPresenter<'_, '_>, chico_forests::generation::BumpOutLodChan>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,213313750,272
system{name="lod::presentation::runtime::drain_lod_present_cull<chico_forests::grove::ChicoGrove, chico_forests::index::ForestIndex, richmond_developments_on_terrain_playground::development_forest::DevelopmentForestPresenter<'_, '_>, chico_forests::generation::ForestLodChan>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,178094628,272
schedule{name=ExtractSchedule},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,175322381,271
RenderContextState::apply{system=bevy_core_pipeline::core_3d::main_opaque_pass_3d_node::main_opaque_pass_3d},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_render-0.19.0/src/renderer/render_context.rs,110,171777001,271
system{name="lod::scene::refresh::sync::chunk::drain::drain_chunk_lod_fulfill"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,167527955,271
system{name="bevy_transform::systems::parallel::propagate_parent_transforms"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,374819846,624
write_current_input_buffers,/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_render-0.19.0/src/batching/gpu_preprocessing.rs,2355,161831210,271
system{name="bevy_world_serialization::world_asset_spawner::world_instance_spawner_system"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,158753093,271
schedule{name=Core3d},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,156597854,271
system{name="bevy_pbr::render::gpu_preprocess::prepare_preprocess_bind_groups"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,155987257,271
system{name="bevy_render::batching::gpu_preprocessing::write_batched_instance_buffers<bevy_pbr::render::mesh::MeshPipeline>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,148042469,271
system{name="richmond_developments_on_terrain_playground::urbanization_stream::present_urbanization_padded_terrain"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,125532496,271
system{name="routing_intelligence::plugin::plan_routes"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,9811210,22
system{name="lod::scene::refresh::levels::produce::fill_lod_produce_cache<lod_gimme::host::GimmeLodSceneHostIndex<'_>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,110420163,271
schedule{name=RenderGraph},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,86888078,271
system{name="bevy_camera::visibility::check_visibility_cpu_culling"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,83042361,271
system{name="material_ref::fulfill::restamp_material_ref_descendants_of_changed<maybraid_world::material_lib::WorldMaterialLib<'_>>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,80716671,271
schedule{name=SpawnScene},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,76095727,271
opaque_main_pass_3d,/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_core_pipeline-0.19.0/src/core_3d/main_opaque_pass_3d_node.rs,85,74092410,271
RenderContextState::apply{system=bevy_pbr::render::gpu_preprocess::unpack_bins},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_render-0.19.0/src/renderer/render_context.rs,110,71066836,271
system{name="bevy_pbr::render::gpu_preprocess::write_mesh_culling_data_buffer"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,70223910,271
system{name="bevy_world_serialization::world_asset_spawner::world_instance_spawner"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,69310665,271
system{name="bevy_render::render_resource::sparse_buffer_vec::update_sparse_buffers"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,68725700,271
schedule{name=PreUpdate},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/schedule/schedule.rs,562,66037200,271
system{name="bevy_render::batching::gpu_preprocessing::write_binned_instance_buffers<bevy_pbr::render::light::Shadow, bevy_pbr::render::mesh::MeshPipeline>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,65210918,271
system{name="bevy_pbr::material::extract_mesh_materials<chico_vegetation_shaders::chico_leaf_material::ChicoLeafMaterial>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,62886135,271
system{name="bevy_pbr::material::queue_material_meshes"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,60958010,271
system{name="maybraid_world::mobs::fit_world_mob_hosts_to_surface"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,56178584,271
system{name="material_ref::fulfill::invalidate_changed_material_ref_roots"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,55061371,271
RenderContextState::apply{system=bevy_pbr::render::light::per_view_shadow_pass<false>},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_render-0.19.0/src/renderer/render_context.rs,110,53904368,271
system{name="lod_gimme::host::reindex_moved_hosts"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,51955178,271
par_for_each{query="(bevy_ecs::entity::Entity, &bevy_camera::visibility::InheritedVisibility, &mut bevy_camera::visibility::ViewVisibility, core::option::Option<&bevy_camera::visibility::VisibilityClass>, core::option::Option<&bevy_camera::visibility::render_layers::RenderLayers>, core::option::Option<&bevy_camera::primitives::Aabb>, core::option::Option<&bevy_camera::primitives::Sphere>, &bevy_transform::components::global_transform::GlobalTransform, bevy_ecs::query::fetch::Has<bevy_camera::visibility::NoFrustumCulling>, bevy_ecs::query::fetch::Has<bevy_camera::visibility::range::VisibilityRange>)" filter="bevy_ecs::query::filter::Without<bevy_camera::visibility::NoCpuCulling>"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/query/state.rs,297,1991466792,10569
system{name="bevy_render::camera::extract_cameras"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,47009076,271
RenderContextState::apply{system=bevy_pbr::cluster::gpu::cluster_on_gpu},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_render-0.19.0/src/renderer/render_context.rs,110,43644785,271
system{name="bevy_pbr::cluster::gpu::prepare_clusters_for_gpu_clustering"},/Users/l-monninger/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/bevy_ecs-0.19.0/src/system/function_system.rs,52,43541833,271
